dataset_index,cid,gt_atom_count,pred_atom_count,pred_object_score,pred_object_3d_score,pred_object_count_mae,pred_object_count_score,pred_object_center_score,pred_object_type_acc,pred_object_macro_f1,pred_object_hetero_f1,pred_object_edge_f1,pred_object_edge_f1_robust,pred_object_match_coverage_robust,pred_object_graph_score,pred_object_heavy_rmsd,pred_object_z_mae,figure_path
114,9883960,35,34,0.6772396968478146,0.7237513556144664,1.0,0.9714285714285714,0.7352259885648142,0.6764705882352942,0.33611111111111114,0.7272727272727272,0.7466666666666666,1.0,0.6857142857142857,0.7168672438672439,0.17255902290344238,0.005321831442415714,
115,98841,24,23,0.6040363878045338,0.6215682936619793,1.0,0.9583333333333334,0.652144219541578,0.5652173913043478,0.3411764705882353,0.4,0.7906976744186047,1.0,0.5833333333333334,0.6645628134974921,0.25999686121940613,0.0013132464373484254,
116,9884227,35,36,0.4009604315514882,0.38030862791258474,1.0,0.9722222222222222,0.5336734021390536,0.45714285714285713,0.108843537414966,0.18181818181818182,0.32558139534883723,1.0,0.14285714285714285,0.41514138777427817,0.52968829870224,0.3050295114517212,
117,9884262,35,34,0.5419731986116236,0.5304989938085468,1.0,0.9714285714285714,0.705670539965949,0.5588235294117647,0.22468085106382976,0.5,0.5066666666666666,1.0,0.5714285714285714,0.5651266464032421,0.306380957365036,0.026849811896681786,
118,98845,14,13,0.6905903614641298,0.8303920212060071,1.0,0.9285714285714286,0.6922393575408093,0.5384615384615384,0.5277777777777778,0.8,0.782608695652174,1.0,0.6428571428571429,0.7716114561766737,0.015636444091796875,0.1480059027671814,
119,98846,22,22,0.35917632811546146,0.5789527576285983,0.0,1.0,0.45457033335300034,0.22727272727272727,0.09259259259259259,0.0,0.5555555555555556,1.0,0.45454545454545453,0.4629629629629629,0.01120000146329403,2.2806904315948486,
120,98847,24,23,0.6922513498602534,0.8815231752064246,1.0,0.9583333333333334,0.8255386353254004,0.6086956521739131,0.553030303030303,0.4444444444444444,0.888888888888889,1.0,0.7916666666666666,0.750189393939394,0.01816438138484955,0.060301948338747025,
121,98849,16,15,0.6877998648422923,0.8332027472939136,1.0,0.9375,0.666574219922768,0.5333333333333333,0.5333333333333334,0.8,0.7692307692307693,1.0,0.625,0.7702724358974359,0.011529372073709965,0.13865603506565094,
122,98850,13,14,0.6106859928443219,0.4460360301870505,1.0,0.9285714285714286,0.7141020833556208,0.46153846153846156,0.3678571428571429,0.8333333333333333,0.608695652173913,1.0,0.6153846153846154,0.6854244306418219,0.3759717345237732,0.21530666947364807,
123,9885016,37,35,0.5281749573545921,0.5620152374874801,2.0,0.9459459459459459,0.6856328445680057,0.4857142857142857,0.25,0.36363636363636365,0.6301369863013698,1.0,0.5675675675675675,0.5797617044192387,0.2739752233028412,0.05131733417510986,
124,9885333,28,28,0.5265279574326959,0.4553526040078823,0.0,1.0,0.6785183323273876,0.32142857142857145,0.3021978021978022,0.6923076923076923,0.4897959183673469,1.0,0.42857142857142855,0.6203296703296703,0.3913063108921051,0.0012849303893744946,
125,98855,31,30,0.4730397580781609,0.5032302340061129,1.0,0.967741935483871,0.5998310863852869,0.6,0.1914893617021277,0.0,0.547945205479452,1.0,0.5483870967741935,0.4720141781292015,0.30131995677948,0.2220366895198822,
126,9885540,41,42,0.49480879967005736,0.4661817825359816,1.0,0.9761904761904762,0.6426026462390187,0.5121951219512195,0.20225988700564973,0.36363636363636365,0.46601941747572817,1.0,0.5121951219512195,0.5203336652925266,0.44301649928092957,0.051497891545295715,
127,98856,31,29,0.6383619868006032,0.6292518574619264,2.0,0.935483870967742,0.6890858789927985,0.6206896551724138,0.4388888888888889,0.6666666666666666,0.6031746031746031,1.0,0.4838709677419355,0.6660931899641577,0.19065234065055847,0.20839060842990875,
128,98857,31,30,0.44160219450815075,0.46256385366201064,1.0,0.967741935483871,0.5664992431316932,0.5333333333333333,0.17391304347826086,0.0,0.5,1.0,0.3870967741935484,0.45171809256661993,0.3204546570777893,0.23540322482585907,
129,988576,50,48,0.43708719572722504,0.379711583340765,2.0,0.96,0.45731835291023043,0.5,0.20957746478873238,0.1818181818181818,0.3801652892561984,0.9333333333333333,0.26,0.45133698056105226,0.5422223806381226,0.35589563846588135,
130,9887859,41,42,0.41168431973339387,0.4421614102404636,1.0,0.9761904761904762,0.6184774565186845,0.4146341463414634,0.1496969696969697,0.13333333333333333,0.40366972477064217,1.0,0.3170731707317073,0.4419380833234044,0.3715590238571167,0.04563545435667038,
131,98880865,28,28,0.5665286295469256,0.44882904762517006,0.0,1.0,0.5713692942352152,0.42857142857142855,0.365625,0.6153846153846153,0.576923076923077,1.0,0.5357142857142857,0.6481250000000001,0.3631632924079895,0.152817964553833,
132,98880869,23,22,0.6587296530171692,0.49645364015769045,1.0,0.9565217391304348,0.681668745908775,0.5454545454545454,0.48717948717948717,0.6666666666666666,0.7368421052631579,0.9655172413793104,0.6521739130434783,0.7277944023939447,0.2959790825843811,0.3982369303703308,
133,98880963,19,18,0.5677851176507571,0.43166848489214177,1.0,0.9473684210526316,0.6665720002515122,0.3888888888888889,0.39499999999999996,0.6666666666666666,0.5806451612903226,0.9411764705882353,0.5263157894736842,0.652401245048104,0.3945876359939575,0.20913532376289368,
134,98881010,27,27,0.3898544158788578,0.38599997375599665,0.0,1.0,0.5552017095615156,0.3333333333333333,0.19153225806451613,0.16666666666666666,0.32727272727272727,0.888888888888889,0.2962962962962963,0.4361852394916911,0.43794798851013184,0.2042551040649414,
135,98881020,26,24,0.5236103749974473,0.6150119341078216,2.0,0.9230769230769231,0.624684008947194,0.3333333333333333,0.40073260073260075,0.4,0.6521739130434783,1.0,0.5384615384615384,0.6191766204809683,0.16954828798770905,0.18403878808021545,
136,98881023,29,28,0.34223066707091787,0.3660502567659843,1.0,0.9655172413793104,0.5353165192412105,0.25,0.08235294117647059,0.16666666666666666,0.3333333333333333,1.0,0.2413793103448276,0.4078498985801217,0.518984317779541,0.22383646667003632,
137,98883063,30,29,0.3556277081547051,0.39037997828320936,1.0,0.9666666666666667,0.5515395576148876,0.27586206896551724,0.11428571428571427,0.0,0.45614035087719296,0.962962962962963,0.4666666666666667,0.42417293233082703,0.4151058495044708,0.21832014620304108,
138,98883064,26,25,0.4916054089338859,0.4423198179754018,1.0,0.9615384615384616,0.5596140061835467,0.4,0.23333333333333334,0.3636363636363636,0.5909090909090908,1.0,0.46153846153846156,0.5665967365967366,0.40775030851364136,0.15225546061992645,
139,98883069,18,18,0.5356952497381039,0.29399274077753046,0.0,1.0,0.6110376112495336,0.4444444444444444,0.275,0.4000000000000001,0.6451612903225806,1.0,0.5555555555555556,0.6108064516129033,0.47060173749923706,2.0715391635894775,
140,98883072,25,25,0.6502536770539925,0.40623862169521247,0.0,1.0,0.599949317477367,0.52,0.5491071428571429,0.6666666666666666,0.6521739130434783,1.0,0.52,0.7214156314699793,0.381563276052475,0.49792465567588806,
141,98883080,27,27,0.3971321764662802,0.3671594115819269,0.0,1.0,0.5183049049869792,0.2962962962962963,0.25,0.26666666666666666,0.2857142857142857,1.0,0.18518518518518517,0.4533333333333333,0.5508019924163818,0.230287104845047,
142,98883104,27,26,0.3426439845621204,0.3337057917639189,1.0,0.962962962962963,0.5768113151740321,0.23076923076923078,0.09999999999999999,0.0,0.45833333333333337,1.0,0.3333333333333333,0.4211574074074075,0.5425973534584045,0.4739822745323181,
143,98883558,29,30,0.6112112473011186,0.6174647537955877,1.0,0.9666666666666667,0.6993991161529266,0.4482758620689655,0.4125,0.631578947368421,0.7096774193548389,1.0,0.6896551724137931,0.6988695529145446,0.2008408010005951,0.18512029945850372,
144,9889068,36,40,0.4230052926237678,0.5698153754174609,4.0,0.9,0.5996724040672234,0.4166666666666667,0.13636363636363635,0.0,0.6329113924050633,1.0,0.5555555555555556,0.4737917146144994,0.23050551116466522,0.13549721240997314,
145,98903,25,25,0.5524379868653186,0.4878644837760169,0.0,1.0,0.6399362078946069,0.52,0.4264705882352941,0.25,0.5882352941176471,1.0,0.56,0.5911764705882353,0.4021773636341095,0.05183810368180275,
146,98904,25,24,0.6713566270280213,0.8611685869252521,1.0,0.96,0.7082569903403358,0.5833333333333334,0.5264705882352941,0.5714285714285715,0.7755102040816326,1.0,0.68,0.7310084033613445,0.013460042886435986,0.05305375158786774,
147,98906513,21,22,0.6907231237767354,0.6641260453939652,1.0,0.9545454545454546,0.5909066686455678,0.6190476190476191,0.4969135802469135,0.7499999999999999,0.7567567567567568,1.0,0.6190476190476191,0.7528839445506114,0.0172444898635149,1.4666330814361572,
148,98912,27,26,0.6008952241959779,0.6830518159163661,1.0,0.962962962962963,0.6538389656744724,0.5384615384615384,0.36140350877192984,0.4,0.7843137254901961,1.0,0.6296296296296297,0.6675312464166954,0.015453740023076534,0.894494891166687,
149,989414,52,48,0.4686179292390555,0.3824081948641811,4.0,0.9230769230769231,0.4776040520505376,0.4791666666666667,0.2217391304347826,0.3636363636363636,0.43795620437956206,0.9696969696969697,0.34615384615384615,0.5011290011163068,0.4780803620815277,0.35674065351486206,
150,9898798,10,10,0.4749925688227813,0.4123463741263549,0.0,1.0,0.49985137645562644,0.4,0.29166666666666663,0.5,0.3333333333333333,1.0,0.4,0.525,0.6349038481712341,0.11323097348213196,
151,9898802,15,14,0.44892473379352843,0.6586575126425782,1.0,0.9333333333333333,0.4284578190225667,0.2857142857142857,0.28431372549019607,0.5,0.4210526315789473,1.0,0.3333333333333333,0.5375644994840041,0.037374746054410934,0.3736950159072876,
152,9898809,12,13,0.6792270799306243,0.8284719275320471,1.0,0.9230769230769231,0.615310829381717,0.5,0.45833333333333326,0.888888888888889,0.8,1.0,0.6666666666666666,0.7802136752136752,0.015152914449572563,0.12224195897579193,
153,9898835,16,16,0.5066323933979086,0.27142135443686954,0.0,1.0,0.562355660165963,0.3125,0.2,0.5454545454545454,0.6428571428571428,1.0,0.5625,0.6240909090909091,0.4281720221042633,2.334937810897827,
154,9898839,15,15,0.681711277632252,0.8474465851350537,0.0,1.0,0.6666329600524478,0.5333333333333333,0.34375,0.888888888888889,0.8148148148148148,1.0,0.6666666666666666,0.781712962962963,0.010805857367813587,0.13650713860988617,
155,9898843,17,17,0.4023165706575446,0.415143160993993,0.0,1.0,0.5292744336192674,0.35294117647058826,0.13636363636363635,0.0,0.5517241379310345,1.0,0.35294117647058826,0.47037617554858935,0.565092921257019,0.23510178923606873,
156,9898861,21,21,0.48309483871711045,0.6096404776576292,0.0,1.0,0.5238015362469707,0.38095238095238093,0.27083333333333337,0.25,0.6,1.0,0.5238095238095238,0.5641666666666667,0.013692456297576427,3.4778544902801514,
157,9898870,17,18,0.5944479533688316,0.45453096663762815,1.0,0.9444444444444444,0.5554984103865637,0.47058823529411764,0.22727272727272724,0.8571428571428571,0.6666666666666667,1.0,0.5882352941176471,0.6863275613275612,0.3668867349624634,0.19138316810131073,
158,9898872,17,18,0.6945675605489873,0.7999980334794543,1.0,0.9444444444444444,0.6109590541169988,0.5294117647058824,0.4833333333333333,0.888888888888889,0.8,1.0,0.6470588235294118,0.7905555555555556,0.03326841816306114,0.20568855106830597,
159,9898880,19,18,0.7148820578784422,0.7107615348150307,1.0,0.9473684210526316,0.6110914499665038,0.5555555555555556,0.5333333333333333,1.0,0.7333333333333334,1.0,0.5789473684210527,0.8001754385964912,0.012234307825565338,0.7281445264816284,
160,9898884,18,17,0.5718875028582561,0.5370620965143702,1.0,0.9444444444444444,0.6467136425992922,0.47058823529411764,0.29285714285714287,0.5,0.7333333333333334,1.0,0.5555555555555556,0.6513492063492063,0.29565149545669556,0.12327384948730469,
161,9898889,19,18,0.5753016819984345,0.7699151761554188,1.0,0.9473684210526316,0.555505437742694,0.3888888888888889,0.3333333333333333,0.7499999999999999,0.6451612903225806,1.0,0.5263157894736842,0.6793152235427278,0.019556952640414238,0.1907375603914261,
162,9898901,20,19,0.4857561508003002,0.4718470679294271,1.0,0.95,0.578558939968245,0.3157894736842105,0.13636363636363635,0.6666666666666665,0.5405405405405405,1.0,0.5,0.5872952497952497,0.2763936519622803,0.2706836462020874,
163,9898909,19,17,0.5212679596456257,0.26478198484720705,2.0,0.8947368421052632,0.5289364112155882,0.4117647058823529,0.2986111111111111,0.5454545454545454,0.5806451612903226,1.0,0.47368421052631576,0.59572314829106,0.37374067306518555,1.6074503660202026,
164,9898913,22,21,0.5967278398874043,0.2901729425430332,1.0,0.9545454545454546,0.571059671093064,0.47619047619047616,0.39814814814814814,0.6666666666666666,0.631578947368421,1.0,0.5454545454545454,0.672651958178274,0.45127326250076294,2.7630980014801025,
165,9898914,22,20,0.5634106607093536,0.6181314046754668,2.0,0.9090909090909091,0.6484206943945537,0.5,0.3444444444444444,0.5454545454545454,0.5945945945945945,0.9166666666666666,0.5909090909090909,0.6133606333606333,0.01938791014254093,1.5305625200271606,
166,9898924,23,22,0.5811399530920712,0.6206632046887472,1.0,0.9565217391304348,0.5454231366394114,0.45454545454545453,0.43981481481481477,0.5714285714285715,0.6153846153846153,1.0,0.5217391304347826,0.6567637274159013,0.01274963654577732,1.734304666519165,
167,9898938,21,22,0.4546730679591024,0.4143526454146505,1.0,0.9545454545454546,0.49966626538695313,0.5238095238095238,0.2222222222222222,0.0,0.5555555555555556,1.0,0.5238095238095238,0.4775252525252525,0.38131850957870483,0.3399498760700226,
168,9898965,11,13,0.5130034291557343,0.4129528245001713,2.0,0.8461538461538461,0.6145363375824393,0.36363636363636365,0.16666666666666666,0.8000000000000002,0.5555555555555556,1.0,0.45454545454545453,0.5993162393162393,0.3264329433441162,0.3191761076450348,
169,9898982,24,22,0.5182667358942412,0.3910441879245999,2.0,0.9166666666666666,0.5900713633531764,0.4090909090909091,0.2774725274725275,0.4444444444444445,0.6341463414634146,1.0,0.5416666666666666,0.5955012805622562,0.23661163449287415,1.1501957178115845,
170,9898985,19,19,0.6453610064981817,0.8096446417169962,0.0,1.0,0.6834006058345136,0.47368421052631576,0.31339712918660284,0.7692307692307692,0.8235294117647058,1.0,0.631578947368421,0.7547608738011214,0.025880206376314163,0.2161361277103424,
171,9899021,22,21,0.7246097063542447,0.6742064351783559,1.0,0.9545454545454546,0.6666530015437664,0.6190476190476191,0.5238095238095238,0.8571428571428571,0.8,1.0,0.6363636363636364,0.7948268398268399,0.017437903210520744,1.1325671672821045,
172,9899032,20,20,0.7761313856176806,0.7694058377228178,0.0,1.0,0.7497339394598385,0.65,0.5922619047619047,0.888888888888889,0.8717948717948718,1.0,0.75,0.8513583638583639,0.011875192634761333,0.6723744869232178,
173,9899068,22,21,0.7498438782168466,0.8514329429043636,1.0,0.9545454545454546,0.6665967340561023,0.6190476190476191,0.6313131313131313,0.923076923076923,0.7692307692307693,1.0,0.6363636363636364,0.8187451437451438,0.015840310603380203,0.09876443445682526,
174,9899076,17,17,0.7315403333795815,0.6012872039972375,0.0,1.0,0.7646301970033913,0.5882352941176471,0.5062500000000001,0.8,0.8750000000000001,1.0,0.7058823529411765,0.8175000000000001,0.29411059617996216,0.061595018953084946,
175,9899130,21,21,0.81034280124652,0.8858964896273444,0.0,1.0,0.6666261398729277,0.6666666666666666,0.7517241379310345,1.0,0.7999999999999999,1.0,0.6666666666666666,0.8803448275862069,0.015120343305170536,0.011572370305657387,
176,9899131,21,21,0.683698283748247,0.7689167567687087,0.0,1.0,0.6666312469408565,0.5714285714285714,0.23754789272030652,1.0,0.7999999999999999,1.0,0.6666666666666666,0.7775095785440613,0.0148976631462574,0.5261571407318115,
177,9899212,21,20,0.6940689685448299,0.5903566498108949,1.0,0.9523809523809523,0.7498775393947653,0.6,0.5480769230769231,0.6,0.8205128205128205,1.0,0.6190476190476191,0.7548901098901099,0.27729371190071106,0.14079266786575317,
178,9899267,25,24,0.6919126576368129,0.7693397234313839,1.0,0.96,0.7081890941684227,0.5833333333333334,0.2748387096774193,1.0,0.8085106382978724,1.0,0.68,0.7779464653397392,0.017419489100575447,0.5171341896057129,
179,9899269,23,22,0.7142765727270901,0.87510070939133,1.0,0.9565217391304348,0.6817718473827302,0.5909090909090909,0.4042145593869732,1.0,0.7906976744186047,1.0,0.6521739130434783,0.796717532706515,0.011751842685043812,0.0006461450248025358,
180,9899302,29,28,0.639846978753653,0.7945927445576562,1.0,0.9655172413793104,0.5712777453544342,0.5,0.45343137254901955,0.8000000000000002,0.6538461538461539,1.0,0.5517241379310345,0.7209117387007854,0.01444044429808855,0.19579672813415527,
181,9899404,24,23,0.7007626006100969,0.6832020880805456,1.0,0.9583333333333334,0.7390925919120808,0.6086956521739131,0.5133333333333333,0.6666666666666667,0.8260869565217392,1.0,0.7083333333333334,0.7647137681159422,0.014803266152739525,1.1146291494369507,
182,9899452,24,23,0.7362289481561983,0.6952920956148629,1.0,0.9583333333333334,0.7391280613687148,0.6956521739130435,0.44700854700854703,0.8571428571428571,0.8181818181818181,1.0,0.7083333333333334,0.7867772505272506,0.014572739601135254,1.1048059463500977,
183,9899465,28,26,0.464703877624851,0.42227291302689335,2.0,0.9285714285714286,0.5378946549348117,0.5384615384615384,0.23333333333333336,0.0,0.5862068965517241,1.0,0.35714285714285715,0.48398193760262725,0.4290037453174591,0.33089613914489746,
184,9899466,28,26,0.514722062115433,0.3967509635104855,2.0,0.9285714285714286,0.4608637087311273,0.5384615384615384,0.35555555555555557,0.4,0.4333333333333333,1.0,0.17857142857142858,0.534920634920635,0.5643638968467712,0.3245929777622223,
185,9899502,25,25,0.5810994743811033,0.4668802001545012,0.0,1.0,0.7198915855241649,0.48,0.4909090909090909,0.4615384615384615,0.5384615384615384,1.0,0.52,0.6289510489510489,0.35262173414230347,0.10941804945468903,
186,9899503,25,26,0.6559690916334667,0.6164040909115951,1.0,0.9615384615384616,0.6921738554613582,0.56,0.3708333333333333,0.6666666666666666,0.8148148148148148,1.0,0.68,0.7330698005698004,0.24340017139911652,0.1359024941921234,
187,9899504,25,24,0.6627787572150884,0.5539568796450713,1.0,0.96,0.7081992577769446,0.5833333333333334,0.4291666666666667,0.6,0.8085106382978724,1.0,0.64,0.7288120567375886,0.228860542178154,0.5368456840515137,
188,9899511,24,23,0.6516885975176745,0.7075043990654284,1.0,0.9583333333333334,0.7389496034624166,0.6086956521739131,0.34408602150537637,0.6,0.7999999999999999,1.0,0.6666666666666666,0.7084005376344086,0.1751224398612976,0.05729161202907562,
189,9899521,27,27,0.5870313925472508,0.5114252306497967,0.0,1.0,0.6291673338241203,0.5185185185185185,0.29166666666666663,0.4444444444444445,0.7547169811320755,1.0,0.5925925925925926,0.6613731656184486,0.3396335542201996,0.10692453384399414,
190,9899522,27,26,0.712773632322734,0.870194855484703,1.0,0.962962962962963,0.6922445832266161,0.6538461538461539,0.4391891891891892,0.8571428571428571,0.7692307692307693,1.0,0.6666666666666666,0.7692379192379193,0.017121484503149986,0.035268619656562805,
191,9899527,31,30,0.5414486329325339,0.4643761837444285,1.0,0.967741935483871,0.5999628800736294,0.5,0.20644599303135888,0.6666666666666666,0.5,1.0,0.45161290322580644,0.5915580158105729,0.41355058550834656,0.06198076903820038,
192,9899553,24,24,0.5563560930260376,0.55070024191477,0.0,1.0,0.7074248908237829,0.4166666666666667,0.13333333333333333,0.5454545454545454,0.7916666666666666,1.0,0.5833333333333334,0.6628409090909091,0.25077539682388306,0.32572802901268005,
193,9899687,26,26,0.525810775446026,0.47731283727444496,0.0,1.0,0.6921414348464447,0.5,0.22916666666666669,0.4444444444444444,0.5185185185185186,1.0,0.5,0.5662037037037037,0.35304248332977295,0.0503600612282753,
194,9899688,26,25,0.6641471368165908,0.659108161676053,1.0,0.9615384615384616,0.7198959791674133,0.6,0.4352941176470588,0.6,0.7843137254901961,1.0,0.6538461538461539,0.7219532428355957,0.2207246571779251,0.04981442540884018,
195,9899723,28,28,0.5743074466468067,0.4690638245639354,0.0,1.0,0.6427268183275763,0.5,0.2916666666666667,0.7142857142857143,0.5084745762711865,1.0,0.5,0.6291565778853915,0.3796459436416626,0.07171851396560669,
196,9899744,31,28,0.46628188106317164,0.40661885713884266,3.0,0.9032258064516129,0.606509652458044,0.5,0.14,0.28571428571428575,0.5230769230769231,1.0,0.3548387096774194,0.49402623183268346,0.4315107762813568,0.3374537229537964,
197,9899869,33,32,0.440259703281246,0.44418085251904543,1.0,0.9696969696969697,0.6248822263014517,0.4375,0.14593023255813956,0.33333333333333337,0.375,1.0,0.3939393939393939,0.469526955602537,0.39897769689559937,0.02953977882862091,
198,9899874,23,25,0.6753480643406375,0.6285569783777456,2.0,0.92,0.6396532387091429,0.6086956521739131,0.5,0.6666666666666666,0.7659574468085107,1.0,0.6086956521739131,0.731418439716312,0.2378317266702652,0.06895960867404938,
199,9899916,31,31,0.6677107020315988,0.6044430230451021,0.0,1.0,0.6128929960851243,0.5806451612903226,0.5111111111111111,0.6666666666666666,0.6984126984126984,1.0,0.6129032258064516,0.73,0.20701105892658234,0.3052462339401245,
200,9900012,34,33,0.6173054378478962,0.4703275471772927,1.0,0.9705882352941176,0.6662150870163741,0.5757575757575758,0.5035852713178295,0.5,0.5937499999999999,1.0,0.5882352941176471,0.6511766130870953,0.3623778223991394,0.17734083533287048,
201,9900080,30,32,0.36932977058414684,0.3713335657764109,2.0,0.9375,0.499423390263928,0.43333333333333335,0.11555555555555556,0.0,0.3614457831325301,0.0,0.06666666666666667,0.3839921352074967,0.5848960280418396,0.3330223560333252,
202,9900087,36,26,0.4724592134633728,0.5747141064326725,10.0,0.7222222222222222,0.6527795869932072,0.6538461538461539,0.2463768115942029,0.0,0.59375,1.0,0.3888888888888889,0.4376434178743961,0.1918257623910904,0.3773037791252136,
203,9900236,31,30,0.427238506112936,0.4362614252526664,1.0,0.967741935483871,0.6660947886334422,0.4,0.12474012474012473,0.1818181818181818,0.4827586206896552,0.0,0.0,0.4722126624240084,0.40963879227638245,0.13115650415420532,
204,9900258,32,32,0.39493254998640404,0.4407820322928022,0.0,1.0,0.6560929566103368,0.4375,0.15555555555555556,0.0,0.3582089552238806,1.0,0.25,0.40648424543946926,0.4239358901977539,0.05689479410648346,
205,9900260,32,32,0.4064157061662572,0.38496815337761503,0.0,1.0,0.49928186526062746,0.5,0.16666666666666666,0.0,0.3655913978494624,0.8,0.25,0.41129032258064513,0.5793348550796509,0.34917324781417847,
206,9900266,33,33,0.5039198211796669,0.5645572328428854,0.0,1.0,0.6566426540134809,0.6363636363636364,0.25925925925925924,0.0,0.5507246376811593,1.0,0.45454545454545453,0.4946054750402576,0.23013243079185486,0.331028550863266,
207,9900267,33,33,0.535616805265217,0.5103861905783331,0.0,1.0,0.6363380293062646,0.6363636363636364,0.25925925925925924,0.0,0.7142857142857142,1.0,0.6363636363636364,0.5518518518518518,0.2477709800004959,0.6312856674194336,
208,9900554,35,36,0.4231491648393303,0.42737124850832936,1.0,0.9722222222222222,0.5549486223997318,0.5142857142857142,0.13584905660377358,0.0,0.46913580246913583,0.9090909090909091,0.4857142857142857,0.4344228977405078,0.38928887248039246,0.22555816173553467,
209,9900655,34,32,0.5984992540924113,0.8640901352956046,2.0,0.9411764705882353,0.6871891373834842,0.5625,0.1763975155279503,0.6666666666666666,0.7352941176470588,1.0,0.6470588235294118,0.6612598952624528,0.008804124779999256,0.0012598074972629547,
210,9900676,27,26,0.37115208330680793,0.39302682569769937,1.0,0.962962962962963,0.5749366121487512,0.34615384615384615,0.07563025210084033,0.0,0.4814814814814815,1.0,0.2222222222222222,0.42438530967942734,0.49880078434944153,0.2808080017566681,
211,9900911,34,33,0.40289072221702094,0.4910057821402729,1.0,0.9705882352941176,0.5749847797050086,0.3939393939393939,0.12093023255813953,0.0,0.5294117647058824,1.0,0.38235294117647056,0.45212722298221614,0.2782756984233856,0.22514627873897552,
212,9900999,33,32,0.43254341400759194,0.442881944061674,1.0,0.9696969696969697,0.5932384100219679,0.4375,0.17532467532467533,0.1818181818181818,0.42857142857142855,1.0,0.3939393939393939,0.4638528138528139,0.39446961879730225,0.06830193847417831,
213,9901095,38,26,0.3809886187626112,0.3662275015182038,12.0,0.6842105263157895,0.6134694676335269,0.5384615384615384,0.1590909090909091,0.0,0.40624999999999994,0.0,0.07894736842105263,0.34505831339712917,0.35836541652679443,0.37286877632141113,
214,9901295,37,36,0.5497221620714767,0.6829449840883183,1.0,0.972972972972973,0.6940428410291335,0.5555555555555556,0.2759259259259259,0.3333333333333333,0.625,1.0,0.5945945945945946,0.5838450950950951,0.1658613383769989,0.05138225108385086,
215,9901358,34,32,0.6185683071247075,0.5388020667355052,2.0,0.9411764705882353,0.6245885340729274,0.5625,0.3298941798941799,0.7368421052631579,0.6451612903225806,1.0,0.5,0.6744478262914296,0.3013278543949127,0.08183173090219498,
216,9901581,37,35,0.5417845500589484,0.4813453698482267,2.0,0.9459459459459459,0.6282588070801077,0.5428571428571428,0.33666666666666667,0.4444444444444444,0.49382716049382713,1.0,0.3783783783783784,0.5655482148815483,0.43720370531082153,0.0008240530150942504,
217,9901701,38,36,0.3951746421092096,0.4277434889794793,2.0,0.9473684210526316,0.5268110444497628,0.4444444444444444,0.15384615384615383,0.0,0.4242424242424242,1.0,0.3684210526315789,0.4160961845172372,0.4525866210460663,0.11818467825651169,
218,9901856,38,32,0.5317672052734674,0.43327369922970155,6.0,0.8421052631578947,0.623947796921243,0.53125,0.23028455284552848,0.39999999999999997,0.676923076923077,1.0,0.47368421052631576,0.5735063032816563,0.3586635887622833,0.31680089235305786,
219,9901864,42,42,0.4322544259787843,0.4723642395078784,0.0,1.0,0.5475150404232582,0.40476190476190477,0.14912280701754385,0.25,0.4318181818181818,1.0,0.4523809523809524,0.48096092503987237,0.31202709674835205,0.09235714375972748,
220,9901874,32,32,0.5229267794840478,0.4298949302406236,0.0,1.0,0.6239901351355002,0.5,0.1803030303030303,0.6,0.45333333333333337,1.0,0.5,0.5647272727272727,0.41794633865356445,0.22152288258075714,
221,9902261,42,36,0.40050661074407257,0.38035578993060476,6.0,0.8571428571428572,0.6099961418577651,0.4722222222222222,0.16037735849056603,0.0,0.45652173913043476,1.0,0.3333333333333333,0.4061437946794797,0.3914988934993744,0.37584948539733887,
222,9902996,40,39,0.5196525926072126,0.634289273305521,1.0,0.975,0.6680853398933183,0.4358974358974359,0.35730211817168334,0.3157894736842105,0.5609756097560975,1.0,0.325,0.5747097817858129,0.19583596289157867,0.001549938227981329,
223,99032,33,35,0.40240030382944986,0.3852240003601924,2.0,0.9428571428571428,0.48367707225999246,0.5151515151515151,0.16666666666666666,0.0,0.37333333333333335,1.0,0.30303030303030304,0.3997142857142857,0.571831464767456,0.3325914740562439,
224,9903301,27,27,0.398404505542077,0.41414399167065213,0.0,1.0,0.5551105128720842,0.2962962962962963,0.1564039408866995,0.23529411764705882,0.39999999999999997,1.0,0.3333333333333333,0.4683396117067517,0.5685102939605713,0.09027989208698273,
225,9903323,26,26,0.5123046258516805,0.44530337715627544,0.0,1.0,0.5382528889357883,0.4230769230769231,0.34175824175824177,0.4210526315789474,0.49056603773584906,1.0,0.4230769230769231,0.574260287874985,0.485154390335083,0.09327855706214905,
226,9903324,26,26,0.477969101360669,0.44258169758086957,0.0,1.0,0.5382658884501814,0.38461538461538464,0.25,0.35294117647058826,0.5098039215686274,1.0,0.4230769230769231,0.5490196078431372,0.5402979254722595,0.09247246384620667,
227,9903385,32,26,0.5781179572194212,0.5726819315317947,6.0,0.8125,0.653430572959853,0.5,0.24999999999999994,0.8,0.6428571428571428,0.9714285714285714,0.53125,0.638125,0.21518489718437195,0.2374163568019867,
228,9903386,32,32,0.4483929005605432,0.5001835374334428,0.0,1.0,0.6559920691818775,0.46875,0.13333333333333333,0.0,0.608695652173913,1.0,0.59375,0.48971014492753623,0.3273536264896393,0.08439643681049347,
